OrderID,CustomerID,Gender,Age,Product,Category,Quantity,Price,TotalAmount,PaymentMethod,Region,PurchaseDate
O01770,C0333,Female,20.0,Lotion,Beauty,1,330.38,330.38,BankTransfer,West,2024-01-02
O01771,C0090,Female,23.0,Fan,Home,1,18.59,18.59,Cash,North,2025-03-19
O01772,C1297,Female,42.0,Jacket,Fashion,2,22.46,44.92,Cash,West,2023-11-10
O01773,C0140,Male,51.0,T-shirt,Fashion,3,62.83,188.49,BankTransfer,South,2024-03-06
O01774,C1235,Female,57.0,Shoes,Fashion,5,462.82,2314.1,MobileMoney,North,2025-01-31
O01775,C0685,Female,60.0,T-shirt,Fashion,3,267.98,803.94,BankTransfer,West,2024-06-01
O01776,C1189,Female,,Lipstick,Beauty,1,492.45,492.45,BankTransfer,East,2025-01-24
O01777,C1046,Male,59.0,Tablet,Electronics,3,134.1,402.3,Card,East,2025-08-03
O01778,C0704,Male,62.0,Microwave,Home,1,135.93,135.93,BankTransfer,North,2024-09-24
O01779,C1133,Female,45.0,Fan,Home,2,368.08,736.16,Card,East,2025-04-26
O01780,C0230,Male,23.0,Microwave,Home,4,57.08,228.32,Cash,South,2025-06-17
O01781,C0227,Female,56.0,Blender,Home,2,63.84,127.68,Card,West,2024-11-18
O01782,C0311,Male,27.0,Microwave,Home,4,405.73,1622.92,Card,East,2024-04-16
O01783,C0323,Male,19.0,Smartphone,Electronics,5,450.85,2254.25,Cash,West,2025-04-15
O01784,C0001,Male,40.0,Laptop,Electronics,4,309.94,1239.76,Cash,West,2024-10-27
O01785,C0104,Female,,Microwave,Home,3,204.86,614.58,BankTransfer,West,2024-05-16
O01786,C1224,Male,45.0,Headphones,Electronics,1,294.16,294.16,Card,West,2024-04-23
O01787,C1496,Female,44.0,T-shirt,Fashion,2,201.24,402.48,Cash,North,2024-09-06
O01788,C0605,Female,40.0,Blender,Home,4,266.13,1064.52,BankTransfer,West,2024-01-07
O01789,C0686,Female,59.0,Tablet,Electronics,4,223.22,892.88,BankTransfer,North,2024-07-08
O01790,C1113,Female,52.0,Jeans,Fashion,4,260.11,1040.44,BankTransfer,East,2023-10-30
O01791,C0607,Male,24.0,Jacket,Fashion,1,484.26,484.26,MobileMoney,South,2025-08-07
O01792,C0605,Female,20.0,Microwave,Home,4,388.44,1553.76,Card,South,2023-10-25
O01793,C1328,Female,36.0,Jacket,Fashion,4,461.91,1847.64,Cash,East,2024-06-30
O01794,C0818,Female,,Jacket,Fashion,5,463.73,2318.65,Card,West,2025-07-07
O01795,C0755,Female,53.0,Lotion,Beauty,4,108.2,432.8,Card,East,2024-10-24
O01796,C0647,Female,38.0,Blender,Home,4,134.48,537.92,Card,South,2025-02-03
O01797,C0298,Female,30.0,Headphones,Electronics,3,257.48,772.44,Cash,East,2024-12-23
O01798,C1013,Female,24.0,Headphones,Electronics,2,51.2,102.4,BankTransfer,South,2025-06-04
O01799,C0748,Male,27.0,Headphones,Electronics,2,495.61,991.22,Cash,North,2023-10-04
O01800,C0375,Female,47.0,Lotion,Beauty,3,283.3,849.9,Cash,West,2025-04-02
O01801,C1116,Male,44.0,Shoes,Fashion,5,224.64,1123.2,Cash,West,2024-10-04
O01802,C0628,Male,35.0,Microwave,Home,2,450.95,901.9,BankTransfer,South,2025-09-10
O01803,C0494,Male,42.0,Shoes,Fashion,1,26.5,26.5,MobileMoney,North,2025-03-08
O01804,C0939,Female,25.0,Jeans,Fashion,4,162.91,651.64,Card,North,2024-10-24
O01805,C1347,Male,61.0,Perfume,Beauty,3,232.75,698.25,Cash,West,2024-03-16
O01806,C0188,Female,37.0,Makeup Kit,Beauty,1,340.61,340.61,MobileMoney,East,2023-09-17
O01807,C0372,Male,41.0,Lipstick,Beauty,4,165.22,660.88,Card,West,2024-12-16
O01808,C0951,Female,63.0,Microwave,Home,3,16.25,48.75,MobileMoney,South,2025-03-13
O01809,C0374,Male,44.0,Microwave,Home,1,74.1,74.1,BankTransfer,South,2024-06-15
O01810,C1302,Male,,Vacuum Cleaner,Home,3,260.66,781.98,Cash,North,2023-12-25
O01811,C0114,Male,36.0,Jacket,Fashion,1,359.96,359.96,Card,South,2024-01-29
O01812,C0099,Male,49.0,Vacuum Cleaner,Home,4,69.35,277.4,BankTransfer,South,2024-04-21
O01813,C0201,Male,29.0,Shoes,Fashion,1,101.0,101.0,MobileMoney,South,2024-11-08
O01814,C0535,Female,34.0,Perfume,Beauty,4,34.93,139.72,MobileMoney,West,2025-07-01
O01815,C1375,Female,35.0,Smartphone,Electronics,2,354.26,708.52,BankTransfer,West,2024-09-12
O01816,C0516,Male,24.0,Jacket,Fashion,5,267.03,1335.15,MobileMoney,East,2024-10-13
O01817,C1197,Female,,Lotion,Beauty,1,327.08,327.08,BankTransfer,South,2025-08-06
O01818,C1229,Male,42.0,Perfume,Beauty,3,446.33,1338.99,Card,South,2024-10-28
O01819,C0300,Female,53.0,T-shirt,Fashion,5,236.07,1180.35,MobileMoney,East,2024-04-25
O01820,C1053,Male,18.0,Headphones,Electronics,2,205.25,410.5,Card,South,2024-11-24
O01821,C0360,Female,20.0,Microwave,Home,5,308.94,1544.7,Cash,East,2025-06-23
O01822,C1067,Male,49.0,Fan,Home,3,141.09,423.27,BankTransfer,East,2024-11-20
O01823,C1313,Female,41.0,Tablet,Electronics,3,332.83,998.49,Card,East,2024-11-27
O01824,C1100,Female,18.0,Blender,Home,4,30.92,123.68,Card,North,2025-04-29
O01825,C0013,Male,59.0,Lotion,Beauty,5,120.0,600.0,Card,North,2024-11-26
O01826,C0230,Female,27.0,Jeans,Fashion,5,421.92,2109.6,MobileMoney,West,2024-08-28
O01827,C0725,Female,39.0,Perfume,Beauty,2,291.67,583.34,Cash,South,2024-07-26
O01828,C0199,Male,20.0,Microwave,Home,1,214.9,214.9,Card,West,2024-12-23
O01829,C0600,Female,25.0,Smartphone,Electronics,2,389.78,779.56,MobileMoney,North,2025-08-15
O01830,C0147,Female,29.0,Headphones,Electronics,5,135.75,678.75,Cash,South,2023-11-09
O01831,C1368,Female,,Vacuum Cleaner,Home,4,223.34,893.36,Card,East,2023-11-24
O01832,C1411,Male,,Fan,Home,5,89.38,446.9,Card,North,2024-08-14
O01833,C0761,Male,59.0,Lipstick,Beauty,2,163.1,326.2,Card,South,2025-04-19
O01834,C0011,Male,47.0,Vacuum Cleaner,Home,3,38.04,114.12,BankTransfer,South,2024-06-06
O01835,C1049,Male,41.0,Perfume,Beauty,5,146.43,732.15,Cash,North,2024-02-12
O01836,C0187,Male,44.0,Lipstick,Beauty,2,268.59,537.18,Cash,West,2024-02-03
O01837,C0492,Female,53.0,Jeans,Fashion,2,301.25,602.5,BankTransfer,West,2024-11-03
O01838,C0071,Female,,Smartphone,Electronics,3,264.69,794.07,Cash,West,2024-06-23
O01839,C0339,Male,28.0,Headphones,Electronics,4,277.65,1110.6,Card,West,2025-06-28
O01840,C0080,Female,36.0,Perfume,Beauty,1,487.1,487.1,BankTransfer,North,2023-12-29
O01841,C0833,Female,48.0,Fan,Home,2,376.86,753.72,Card,West,2023-12-11
O01842,C1456,Female,45.0,Shoes,Fashion,2,268.66,537.32,MobileMoney,South,2024-05-15
O01843,C1254,Female,32.0,Lipstick,Beauty,5,382.59,1912.95,BankTransfer,East,2023-12-09
O01844,C0320,Female,50.0,Smartphone,Electronics,3,154.33,462.99,MobileMoney,North,2024-09-13
O01845,C0640,Female,49.0,Vacuum Cleaner,Home,4,9.48,37.92,BankTransfer,West,2024-07-05
O01846,C0642,Male,26.0,Lotion,Beauty,4,480.14,1920.56,BankTransfer,South,2024-02-12
O01847,C0140,Female,30.0,Headphones,Electronics,4,79.94,319.76,MobileMoney,East,2024-08-05
O01848,C0065,Male,,Lipstick,Beauty,5,373.16,1865.8,MobileMoney,East,2025-05-07
O01849,C1273,Female,33.0,Lotion,Beauty,5,191.37,956.85,MobileMoney,West,2024-01-07
O01850,C1349,Male,61.0,T-shirt,Fashion,1,60.19,60.19,Card,North,2025-05-22
O01851,C1034,Female,23.0,Smartphone,Electronics,2,95.98,191.96,Cash,North,2024-09-13
O01852,C1422,Male,28.0,Headphones,Electronics,1,172.7,172.7,Card,South,2023-12-06
O01853,C0643,Male,26.0,Microwave,Home,4,266.31,1065.24,Cash,East,2024-03-06
O01854,C1058,Male,22.0,Lipstick,Beauty,2,445.17,890.34,BankTransfer,East,2024-09-02
O01855,C0698,Male,30.0,Perfume,Beauty,1,390.67,390.67,MobileMoney,South,2024-03-26
O01856,C1006,Male,29.0,Headphones,Electronics,1,101.15,101.15,MobileMoney,East,2024-09-17
O01857,C1028,Female,46.0,T-shirt,Fashion,1,7.42,7.42,BankTransfer,South,2024-06-06
O01858,C1178,Male,46.0,Microwave,Home,4,170.35,681.4,BankTransfer,West,2024-09-28
O01859,C0021,Female,47.0,Tablet,Electronics,4,358.78,1435.12,BankTransfer,North,2025-06-13
O01860,C0891,Female,,Microwave,Home,3,351.13,1053.39,MobileMoney,West,2024-02-18
O01861,C1456,Female,55.0,Jacket,Fashion,5,11.12,55.6,Cash,South,2023-11-22
O01862,C0536,Female,20.0,Fan,Home,1,437.13,437.13,MobileMoney,West,2024-11-16
O01863,C1230,Female,30.0,Laptop,Electronics,4,415.16,1660.64,Card,West,2024-03-02
O01864,C1496,Female,44.0,Laptop,Electronics,5,148.4,742.0,MobileMoney,East,2025-07-17
O01865,C0061,Female,30.0,Smartphone,Electronics,3,367.49,1102.47,Card,South,2025-02-07
O01866,C0990,Female,44.0,Jacket,Fashion,3,84.88,254.64,Card,West,2024-11-19
O01867,C0370,Female,41.0,Vacuum Cleaner,Home,3,171.28,513.84,BankTransfer,South,2025-05-28
O01868,C0550,Male,44.0,Microwave,Home,3,33.43,100.29,Card,North,2024-01-26
O01869,C1082,Female,48.0,Shoes,Fashion,5,179.19,895.95,MobileMoney,West,2024-12-26
O01870,C0282,Male,37.0,Headphones,Electronics,4,32.63,130.52,BankTransfer,South,2025-08-17
O01871,C1066,Male,37.0,Tablet,Electronics,1,79.62,79.62,BankTransfer,West,2025-04-10
O01872,C1000,Male,51.0,Shoes,Fashion,2,269.24,538.48,BankTransfer,North,2024-10-28
O01873,C1258,Male,44.0,Fan,Home,2,405.05,810.1,Cash,South,2025-08-29
O01874,C0721,Female,42.0,Shoes,Fashion,5,397.13,1985.65,Cash,West,2024-11-15
O01875,C1061,Male,,Jeans,Fashion,1,14.83,14.83,Card,East,2025-09-11
O01876,C0091,Male,49.0,Fan,Home,5,436.54,2182.7,Card,South,2024-07-06
O01877,C0458,Female,21.0,T-shirt,Fashion,1,398.32,398.32,BankTransfer,South,2024-02-26
O01878,C0274,Male,22.0,Tablet,Electronics,4,183.77,735.08,BankTransfer,East,2024-03-08
O01879,C0879,Male,,Fan,Home,4,88.79,355.16,Card,South,2025-09-02
O01880,C0670,Female,27.0,Blender,Home,3,383.19,1149.57,Cash,South,2025-05-11
O01881,C1138,Male,21.0,Headphones,Electronics,1,432.28,432.28,BankTransfer,North,2025-03-28
O01882,C0052,Female,42.0,Lotion,Beauty,4,195.73,782.92,Cash,West,2025-01-08
O01883,C0093,Female,59.0,Jacket,Fashion,5,396.03,1980.15,MobileMoney,North,2024-02-26
O01884,C0739,Male,51.0,Blender,Home,1,215.64,215.64,MobileMoney,North,2024-06-11
O01885,C0837,Female,37.0,Vacuum Cleaner,Home,2,15.22,30.44,BankTransfer,North,2024-10-30
O01886,C0239,Female,45.0,Perfume,Beauty,3,292.65,877.95,Card,North,2024-04-29
O01887,C0428,Male,27.0,Makeup Kit,Beauty,2,474.19,948.38,BankTransfer,West,2023-10-18
O01888,C0509,Female,50.0,Laptop,Electronics,3,373.45,1120.35,MobileMoney,North,2024-12-03
O01889,C0752,Male,49.0,Jeans,Fashion,2,369.48,738.96,Cash,North,2025-09-02
O01890,C1422,Female,22.0,Laptop,Electronics,2,481.0,962.0,Cash,West,2023-09-17
O01891,C0266,Male,30.0,Lipstick,Beauty,4,275.92,1103.68,Card,North,2024-01-05
O01892,C0338,Male,29.0,Blender,Home,2,429.26,858.52,Cash,South,2025-06-15
O01893,C0864,Male,24.0,Fan,Home,2,377.89,755.78,BankTransfer,South,2025-04-28
O01894,C0235,Male,33.0,Tablet,Electronics,5,249.17,1245.85,MobileMoney,South,2025-08-01
O01895,C0277,Male,34.0,Lipstick,Beauty,5,378.99,1894.95,MobileMoney,West,2024-01-16
O01896,C1008,Male,,Jeans,Fashion,3,35.07,105.21,BankTransfer,South,2023-12-31
O01897,C0072,Male,30.0,Jacket,Fashion,5,19.65,98.25,BankTransfer,North,2025-05-09
O01898,C0854,Female,61.0,Makeup Kit,Beauty,1,257.61,257.61,Cash,South,2023-12-10
O01899,C0906,Male,,Jeans,Fashion,5,311.8,1559.0,Card,East,2025-09-02
O01900,C0930,Female,33.0,Jeans,Fashion,3,416.97,1250.91,Cash,East,2023-12-29
O01901,C0026,Female,51.0,Lipstick,Beauty,1,18.14,18.14,Cash,South,2025-04-04
O01902,C0871,Male,40.0,Jacket,Fashion,4,27.9,111.6,BankTransfer,West,2023-12-23
O01903,C0656,Female,53.0,Lipstick,Beauty,4,256.57,1026.28,Cash,West,2024-06-20
O01904,C0585,Female,36.0,Shoes,Fashion,1,324.21,324.21,Card,South,2024-10-17
O01905,C1334,Male,20.0,Lipstick,Beauty,2,6.45,12.9,BankTransfer,West,2023-12-12
O01906,C0353,Male,61.0,Shoes,Fashion,3,464.31,1392.93,Cash,East,2025-05-19
O01907,C0744,Female,21.0,Laptop,Electronics,5,377.24,1886.2,BankTransfer,North,2025-07-13
O01908,C0094,Female,56.0,Jacket,Fashion,3,317.71,953.13,Cash,South,2024-11-21
O01909,C1134,Female,47.0,Makeup Kit,Beauty,3,108.69,326.07,Card,South,2024-07-22
O01910,C0934,Male,44.0,T-shirt,Fashion,3,294.5,883.5,MobileMoney,North,2024-02-12
O01911,C0246,Female,58.0,T-shirt,Fashion,4,21.02,84.08,MobileMoney,North,2025-02-14
O01912,C0224,Female,18.0,Laptop,Electronics,4,237.68,950.72,BankTransfer,West,2024-10-28
O01913,C0571,Male,38.0,Microwave,Home,1,211.04,211.04,Cash,East,2024-06-11
O01914,C1415,Female,53.0,Fan,Home,1,165.46,165.46,MobileMoney,East,2024-12-10
O01915,C1203,Female,57.0,Smartphone,Electronics,4,491.19,1964.76,MobileMoney,South,2024-06-02
O01916,C0499,Male,29.0,Microwave,Home,2,100.18,200.36,Card,East,2025-01-30
O01917,C0209,Male,64.0,Perfume,Beauty,5,383.09,1915.45,MobileMoney,North,2024-12-19
O01918,C0631,Female,28.0,Shoes,Fashion,4,327.8,1311.2,Card,South,2024-09-05
O01919,C0328,Male,58.0,Laptop,Electronics,3,385.12,1155.36,BankTransfer,South,2023-12-05
O01920,C0289,Male,,Fan,Home,4,182.1,728.4,Card,South,2023-10-05
O01921,C0257,Female,33.0,Smartphone,Electronics,1,389.57,389.57,Card,East,2025-07-13
O01922,C1014,Male,45.0,Perfume,Beauty,4,80.24,320.96,BankTransfer,South,2024-02-06
O01923,C1242,Male,20.0,Fan,Home,3,429.82,1289.46,MobileMoney,West,2025-03-26
O01924,C0551,Female,52.0,Fan,Home,1,394.47,394.47,Card,West,2025-06-04
O01925,C1380,Female,24.0,Shoes,Fashion,2,260.81,521.62,BankTransfer,North,2024-11-23
O01926,C1407,Male,43.0,Jacket,Fashion,5,494.73,2473.65,Card,South,2025-05-20
O01927,C1322,Female,33.0,Fan,Home,3,443.13,1329.39,BankTransfer,West,2024-12-17
O01928,C0868,Male,63.0,Laptop,Electronics,2,60.29,120.58,Card,West,2025-04-22
O01929,C0419,Male,33.0,Tablet,Electronics,4,476.64,1906.56,Cash,North,2023-11-15
O01930,C0869,Male,,Lipstick,Beauty,4,224.94,899.76,Card,West,2025-09-02
O01931,C1015,Male,26.0,Fan,Home,5,498.8,2494.0,Cash,West,2023-10-11
O01932,C0949,Female,46.0,Jacket,Fashion,4,165.01,660.04,MobileMoney,East,2025-07-29
O01933,C1242,Male,51.0,Vacuum Cleaner,Home,2,170.67,341.34,MobileMoney,East,2024-01-25
O01934,C0563,Female,25.0,Makeup Kit,Beauty,5,395.22,1976.1,Cash,West,2024-07-08
O01935,C0886,Female,,Jeans,Fashion,4,315.17,1260.68,Card,East,2025-07-24
O01936,C1315,Female,60.0,Microwave,Home,5,184.45,922.25,Card,West,2025-01-12
O01937,C0711,Female,54.0,Jeans,Fashion,1,131.51,131.51,BankTransfer,South,2025-03-27
O01938,C0518,Female,55.0,Tablet,Electronics,5,52.44,262.2,MobileMoney,West,2023-10-09
O01939,C0673,Male,33.0,T-shirt,Fashion,2,185.4,370.8,Card,North,2024-12-23
O01940,C0118,Male,36.0,Blender,Home,5,438.99,2194.95,BankTransfer,South,2024-11-25
O01941,C1225,Male,58.0,Jeans,Fashion,2,57.06,114.12,Cash,North,2023-12-08
O01942,C0817,Female,54.0,Jeans,Fashion,5,467.95,2339.75,Card,North,2024-02-07
O01943,C1396,Female,,Smartphone,Electronics,5,305.69,1528.45,BankTransfer,West,2023-11-19
O01944,C1414,Male,53.0,Headphones,Electronics,5,448.97,2244.85,BankTransfer,South,2025-03-04
O01945,C0248,Male,57.0,Blender,Home,3,406.86,1220.58,MobileMoney,West,2025-03-04
O01946,C0645,Male,48.0,Microwave,Home,1,209.46,209.46,MobileMoney,East,2024-03-02
O01947,C0494,Female,30.0,Shoes,Fashion,3,115.44,346.32,BankTransfer,South,2024-10-25
O01948,C0308,Female,25.0,Perfume,Beauty,4,210.86,843.44,Cash,North,2025-06-25
O01949,C0364,Male,40.0,Smartphone,Electronics,3,129.97,389.91,BankTransfer,North,2025-03-30
O01950,C0954,Male,63.0,Smartphone,Electronics,1,308.85,308.85,BankTransfer,West,2023-11-28
O01951,C0479,Male,56.0,Shoes,Fashion,3,268.39,805.17,MobileMoney,West,2024-03-01
O01952,C0676,Male,46.0,Headphones,Electronics,2,216.27,432.54,BankTransfer,South,2023-11-03
O01953,C0545,Female,60.0,Microwave,Home,5,484.4,2422.0,MobileMoney,West,2023-11-24
O01954,C1436,Male,47.0,Headphones,Electronics,3,150.64,451.92,BankTransfer,South,2024-04-30
O01955,C1156,Male,38.0,Fan,Home,5,334.47,1672.35,BankTransfer,North,2025-01-07
O01956,C1446,Male,64.0,Laptop,Electronics,4,405.94,1623.76,Cash,West,2025-04-23
O01957,C0417,Male,32.0,Lipstick,Beauty,3,344.01,1032.03,MobileMoney,North,2024-09-05
O01958,C0475,Female,34.0,Fan,Home,3,230.38,691.14,BankTransfer,South,2024-11-09
O01959,C0588,Female,26.0,Smartphone,Electronics,2,23.63,47.26,BankTransfer,South,2025-04-15
O01960,C0457,Male,35.0,Lotion,Beauty,2,7.63,15.26,MobileMoney,North,2025-03-01
O01961,C1174,Female,51.0,Blender,Home,4,141.38,565.52,BankTransfer,South,2024-09-07
O01962,C0991,Female,48.0,Microwave,Home,1,469.8,469.8,Cash,East,2024-02-12
O01963,C1374,Male,51.0,Headphones,Electronics,5,199.79,998.95,Cash,South,2023-10-22
O01964,C1251,Female,25.0,Lotion,Beauty,1,229.81,229.81,Card,East,2024-05-29
O01965,C0419,Male,39.0,Blender,Home,2,273.12,546.24,MobileMoney,South,2024-11-21
O01966,C0695,Male,35.0,Shoes,Fashion,4,365.72,1462.88,BankTransfer,South,2024-12-14
O01967,C0008,Male,,Blender,Home,3,474.98,1424.94,Cash,East,2024-03-27
O01968,C0810,Female,47.0,Tablet,Electronics,3,283.35,850.05,BankTransfer,South,2025-04-17
O01969,C1480,Male,39.0,Tablet,Electronics,2,372.17,744.34,BankTransfer,South,2025-01-11
O01970,C0449,Female,18.0,Microwave,Home,5,439.7,2198.5,BankTransfer,North,2025-08-14
O01971,C0591,Male,53.0,Lotion,Beauty,2,337.13,674.26,MobileMoney,South,2024-01-19
O01972,C0681,Female,27.0,Lotion,Beauty,4,274.33,1097.32,Cash,South,2023-09-18
O01973,C1456,Male,27.0,Jacket,Fashion,3,468.07,1404.21,BankTransfer,North,2025-07-23
O01974,C0896,Female,54.0,Makeup Kit,Beauty,1,108.49,108.49,BankTransfer,West,2025-04-02
O01975,C0737,Male,23.0,Jacket,Fashion,2,489.93,979.86,BankTransfer,North,2024-04-20
O01976,C0600,Female,39.0,Jacket,Fashion,5,35.57,177.85,MobileMoney,East,2024-01-07
O01977,C0258,Male,27.0,Perfume,Beauty,3,252.48,757.44,Cash,South,2024-11-02
O01978,C1152,Male,49.0,Jeans,Fashion,2,6.03,12.06,MobileMoney,East,2025-06-19
O01979,C1369,Male,55.0,Smartphone,Electronics,4,201.2,804.8,MobileMoney,West,2024-05-25
O01980,C0921,Female,22.0,Blender,Home,3,113.4,340.2,MobileMoney,West,2025-05-15
O01981,C0681,Female,55.0,Tablet,Electronics,1,162.76,162.76,BankTransfer,North,2024-09-17
O01982,C1329,Female,50.0,Laptop,Electronics,2,134.93,269.86,Cash,West,2025-06-10
O01983,C1404,Female,31.0,Lipstick,Beauty,1,341.68,341.68,BankTransfer,West,2024-10-28
O01984,C0780,Male,52.0,Blender,Home,3,300.02,900.06,Cash,West,2024-08-19
O01985,C0628,Female,42.0,T-shirt,Fashion,3,377.01,1131.03,Card,East,2024-10-31
O01986,C0639,Female,44.0,Blender,Home,3,317.71,953.13,MobileMoney,West,2023-12-17
O01987,C0977,Female,59.0,Fan,Home,5,145.12,725.6,MobileMoney,North,2024-11-26
O01988,C1153,Male,,Fan,Home,5,242.02,1210.1,Cash,South,2025-05-30
O01989,C0892,Male,21.0,Laptop,Electronics,3,478.49,1435.47,BankTransfer,North,2024-05-18
O01990,C0206,Female,24.0,Makeup Kit,Beauty,4,426.46,1705.84,Card,East,2024-06-12
O01991,C1003,Male,37.0,Makeup Kit,Beauty,3,345.65,1036.95,MobileMoney,North,2025-06-16
O01992,C0298,Female,24.0,Fan,Home,3,239.53,718.59,BankTransfer,North,2025-07-21
O01993,C1406,Female,39.0,Perfume,Beauty,1,439.83,439.83,MobileMoney,West,2024-05-14
O01994,C1238,Female,21.0,Makeup Kit,Beauty,4,406.96,1627.84,Card,East,2024-07-14
O01995,C0621,Female,46.0,Smartphone,Electronics,2,81.17,162.34,MobileMoney,South,2024-11-23
O01996,C0038,Male,51.0,Makeup Kit,Beauty,2,361.64,723.28,Cash,South,2024-04-02
O01997,C0940,Female,53.0,Lotion,Beauty,1,20.42,20.42,BankTransfer,East,2025-03-29
O01998,C1105,Female,29.0,Jeans,Fashion,5,420.11,2100.55,BankTransfer,East,2025-09-16
O01999,C0547,Male,48.0,Perfume,Beauty,3,337.73,1013.19,Cash,West,2024-03-23
O02000,C0708,Male,32.0,Fan,Home,5,352.01,1760.05,BankTransfer,South,2023-12-26
O02001,C0920,Female,48.0,Jeans,Fashion,2,156.36,312.72,MobileMoney,North,2025-07-14
O02002,C0629,Male,63.0,Smartphone,Electronics,3,386.05,1158.15,MobileMoney,East,2024-09-24
O02003,C1296,Male,54.0,Makeup Kit,Beauty,2,206.78,413.56,BankTransfer,North,2024-09-29
O02004,C0221,Female,38.0,T-shirt,Fashion,4,456.13,1824.52,MobileMoney,South,2023-12-16
O02005,C0680,Female,26.0,Microwave,Home,2,186.15,372.3,Cash,West,2024-09-22
O02006,C1424,Female,49.0,Laptop,Electronics,2,143.99,287.98,Cash,North,2025-02-01
O02007,C0058,Male,38.0,Blender,Home,1,350.74,350.74,Cash,South,2024-05-21
O02008,C0311,Female,22.0,Perfume,Beauty,3,450.32,1350.96,MobileMoney,East,2024-04-24
O02009,C1129,Male,26.0,Shoes,Fashion,4,481.73,1926.92,Card,East,2025-06-20
O02010,C1183,Female,21.0,Jeans,Fashion,5,445.23,2226.15,MobileMoney,South,2024-04-24
O02011,C0411,Female,46.0,Tablet,Electronics,2,396.62,793.24,Cash,East,2023-11-21
O02012,C1153,Male,25.0,Headphones,Electronics,3,393.45,1180.35,Cash,East,2025-08-28
O02013,C0851,Female,22.0,Lipstick,Beauty,4,374.01,1496.04,Cash,South,2023-12-07
O02014,C0219,Female,50.0,Perfume,Beauty,1,102.95,102.95,Cash,North,2025-03-26
O02015,C0696,Female,20.0,Microwave,Home,3,446.46,1339.38,MobileMoney,North,2023-09-22
O02016,C0274,Female,28.0,Lotion,Beauty,2,229.89,459.78,BankTransfer,West,2024-10-11
O02017,C0398,Male,37.0,Microwave,Home,2,262.6,525.2,BankTransfer,East,2025-05-26
O02018,C0143,Female,36.0,Jacket,Fashion,1,419.45,419.45,BankTransfer,West,2024-11-06
O02019,C0655,Female,48.0,Lipstick,Beauty,1,120.61,120.61,MobileMoney,South,2025-01-11
O02020,C0925,Female,25.0,Lotion,Beauty,2,119.51,239.02,Cash,East,2025-04-23
O02021,C1100,Female,18.0,Perfume,Beauty,1,377.39,377.39,BankTransfer,West,2023-09-22
O02022,C0828,Female,42.0,Microwave,Home,5,134.85,674.25,Card,North,2024-02-21
O02023,C0569,Female,48.0,Fan,Home,5,415.16,2075.8,Cash,East,2024-01-03
O02024,C0780,Female,,Blender,Home,1,408.79,408.79,MobileMoney,West,2025-02-23
O02025,C1415,Male,44.0,Smartphone,Electronics,5,203.22,1016.1,Cash,North,2023-11-29
O02026,C1140,Male,33.0,Shoes,Fashion,4,448.08,1792.32,Cash,East,2025-08-11
O02027,C0121,Female,42.0,Perfume,Beauty,1,217.08,217.08,BankTransfer,West,2024-03-23
O02028,C0971,Female,18.0,Laptop,Electronics,4,378.62,1514.48,MobileMoney,West,2023-12-27
O02029,C0392,Female,43.0,Laptop,Electronics,2,195.08,390.16,Card,East,2024-09-30
O02030,C0207,Female,,Vacuum Cleaner,Home,5,443.92,2219.6,MobileMoney,South,2025-05-31
O02031,C1190,Male,49.0,Blender,Home,2,108.1,216.2,BankTransfer,West,2024-02-13
O02032,C0722,Male,52.0,Headphones,Electronics,2,431.45,862.9,Cash,North,2025-02-12
O02033,C0793,Female,61.0,Makeup Kit,Beauty,3,290.04,870.12,BankTransfer,North,2024-07-07
O02034,C0744,Female,23.0,Shoes,Fashion,2,13.99,27.98,BankTransfer,North,2025-08-04
O02035,C0046,Female,43.0,Jeans,Fashion,5,258.25,1291.25,MobileMoney,North,2025-07-30
O02036,C0586,Male,25.0,Lipstick,Beauty,3,362.3,1086.9,Card,South,2024-04-27
O02037,C1086,Male,33.0,Microwave,Home,5,390.63,1953.15,Cash,North,2025-02-24
O02038,C1219,Female,,Vacuum Cleaner,Home,2,437.19,874.38,Cash,East,2023-12-03
O02039,C0269,Female,39.0,Jacket,Fashion,2,419.72,839.44,MobileMoney,West,2025-04-27
O02040,C0890,Male,62.0,Jeans,Fashion,2,473.67,947.34,Cash,South,2025-02-15
O02041,C1209,Male,35.0,Lotion,Beauty,2,125.74,251.48,MobileMoney,South,2025-01-23
O02042,C1219,Male,18.0,Blender,Home,2,100.18,200.36,Card,South,2025-06-23
O02043,C0065,Female,,Lotion,Beauty,1,131.5,131.5,Card,South,2024-09-01
O02044,C0721,Male,62.0,Laptop,Electronics,4,99.84,399.36,MobileMoney,West,2024-08-24
O02045,C0936,Male,57.0,Laptop,Electronics,1,124.27,124.27,BankTransfer,North,2025-03-09
O02046,C0532,Male,35.0,Vacuum Cleaner,Home,5,311.18,1555.9,BankTransfer,East,2025-07-15
O02047,C1028,Female,27.0,Makeup Kit,Beauty,2,90.42,180.84,Cash,West,2024-04-22
O02048,C1264,Female,28.0,Shoes,Fashion,1,444.63,444.63,BankTransfer,West,2024-01-15
O02049,C0189,Male,24.0,Fan,Home,1,431.46,431.46,Cash,East,2024-08-20
O02050,C0900,Female,,Smartphone,Electronics,5,311.02,1555.1,MobileMoney,East,2025-01-31
O02051,C0109,Female,,Fan,Home,2,344.32,688.64,MobileMoney,East,2025-07-03
O02052,C0497,Male,25.0,Blender,Home,1,119.37,119.37,Cash,West,2023-10-23
